# Chassis divergence register
# ===========================
# Every place a connector keeps its own version of something the chassis
# provides. Read by .github/conformance/conformance.py, which FAILS the build on:
#
#   * a same-name local copy that is NOT listed here  -> new drift
#   * a line here whose local copy no longer exists   -> stale, the register
#                                                        must not outlive the debt
#
# It is a ratchet, not an amnesty. Listing a copy does not bless it; it records
# that someone decided, with a reason, and makes the total visible. Deleting a
# line is the definition of done.
#
# Fields, tab-separated:  kind  connector  type  path  reason
#
#   kind=copy     a type with the SAME NAME as one the chassis declares.
#                 Detected automatically. These are the enforced rows.
#   kind=renamed  the same job under a different name. NOT detected
#                 automatically — matching it needs semantic comparison, and a
#                 gate that guesses gets switched off. Recorded so the real
#                 total is visible; not enforced.
#
# Seismic appears nowhere below: it has zero local copies, because the chassis
# is essentially Seismic's infrastructure extracted.

# ---- kind=copy : same-name local copies (ENFORCED) ----
copy	AltrataConnector	Alerting	AltrataConnector/src/AltrataConnector/Infrastructure/Alerting.cs	Recorded under 'Deliberately not shared' in Connector.Chassis/README.md: consolidation stopped where the connectors had diverged into different-but-correct implementations rather than duplicates. Altrata is deliberately NOT in PR #52: its IAlertSink is SendAsync(severity, event, message, details), injected and faked in tests, against the chassis's static RaiseAsync(kind, message, data). Folding severity into kind would change the webhook payload, which is an operator-facing contract SIEM routing keys on.
copy	AltrataConnector	CircuitBreaker	AltrataConnector/src/AltrataConnector/Infrastructure/CircuitBreaker.cs	Recorded under 'Deliberately not shared' in Connector.Chassis/README.md: consolidation stopped where the connectors had diverged into different-but-correct implementations rather than duplicates.
copy	AltrataConnector	CircuitBreakerOptions	AltrataConnector/src/AltrataConnector/Infrastructure/CircuitBreaker.cs	Recorded under 'Deliberately not shared' in Connector.Chassis/README.md: consolidation stopped where the connectors had diverged into different-but-correct implementations rather than duplicates. Options record belonging to the local CircuitBreaker above.
copy	AltrataConnector	CircuitOpenException	AltrataConnector/src/AltrataConnector/Infrastructure/CircuitBreaker.cs	Recorded under 'Deliberately not shared' in Connector.Chassis/README.md: consolidation stopped where the connectors had diverged into different-but-correct implementations rather than duplicates. Exception belonging to the local CircuitBreaker above.
copy	AltrataConnector	CircuitState	AltrataConnector/src/AltrataConnector/Infrastructure/CircuitBreaker.cs	Recorded under 'Deliberately not shared' in Connector.Chassis/README.md: consolidation stopped where the connectors had diverged into different-but-correct implementations rather than duplicates. Enum belonging to the local CircuitBreaker above.
copy	AltrataConnector	CommandWorker	AltrataConnector/src/AltrataConnector/Infrastructure/ServiceHost.cs	Recorded under 'Deliberately not shared' in Connector.Chassis/README.md: consolidation stopped where the connectors had diverged into different-but-correct implementations rather than duplicates. Worker type belonging to the local ServiceHost above.
copy	AltrataConnector	DecisionLedger	AltrataConnector/src/AltrataConnector/Altrata/DecisionLedger.cs	Recorded under 'Deliberately not shared' in Connector.Chassis/README.md: consolidation stopped where the connectors had diverged into different-but-correct implementations rather than duplicates. Four structurally different implementations (Altrata subclasses HashChainedLedger, Clarizen is static, Hadoop and Salesforce are sealed with different surfaces) of tamper-evident audit code.
copy	AltrataConnector	DecisionLedgerEntry	AltrataConnector/src/AltrataConnector/Altrata/DecisionLedger.cs	Recorded under 'Deliberately not shared' in Connector.Chassis/README.md: consolidation stopped where the connectors had diverged into different-but-correct implementations rather than duplicates. Entry record belonging to the local DecisionLedger above.
copy	AltrataConnector	EventLogSink	AltrataConnector/src/AltrataConnector/Infrastructure/EventLogSink.cs	Recorded under 'Deliberately not shared' in Connector.Chassis/README.md: consolidation stopped where the connectors had diverged into different-but-correct implementations rather than duplicates. Salesforce's derives from its OWN LogHandler, so it cannot be swapped without the logging stack going first.
copy	AltrataConnector	HaCoordinator	AltrataConnector/src/AltrataConnector/Infrastructure/HaCoordinator.cs	Recorded under 'Deliberately not shared' in Connector.Chassis/README.md: consolidation stopped where the connectors had diverged into different-but-correct implementations rather than duplicates. Salesforce's is a static class; the others are instance types. Different shapes, not one type copied.
